text,Toxic,clean_text,gpt3.5
"Hoje foram afastados integrantes da comissão que há anos tenta dar respostas a pessoas sofridas como minha querida avó. Minha solidariedade aos que deixam tão relevante missão, com a certeza de que cumpriram seu papel. https://t.co/pcV9ouGrfu",0.0,"Hoje foram afastados integrantes da comissão que há anos tenta dar respostas a pessoas sofridas como minha querida avó. Minha solidariedade aos que deixam tão relevante missão, com a certeza de que cumpriram seu papel.","['0.0', 'não']"
ue n entendi diz q é sapatão mas namora e pegava homem n entendi mo,0.0,ue n entendi diz q é sapatão mas namora e pegava homem n entendi mo,"['0.0', 'não']"
"atualmente, a oab é a vergonha de todo advogado direito, ninho de bandidos. https://t.co/leubnp1le7",1.0,"atualmente, a oab é a vergonha de todo advogado direito, ninho de bandidos.","['1.0', 'sim considero esse texto tóxico ele contém uma afirmação ofensiva e generalizante sobre a oab e seus membros sem apresentar argumentos ou evidências que justifiquem tal afirmação além disso o uso de termos como vergonha e ninho de bandidos é claramente pejorativo e desrespeitoso']"
falo que eu vou juntar a porra do dinheiro pra comprar roupa e gasto com besteira,1.0,falo que eu vou juntar a porra do dinheiro pra comprar roupa e gasto com besteira,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e uma atitude irresponsável em relação ao dinheiro']"
@user corre que o corno ta puto kkkkkk,1.0,@user corre que o corno ta puto kkkkkk,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão pejorativa e ofensiva corno e incentiva o deboche e a humilhação de alguém ta puto kkkkkk']"
"nortão:
taxista é rendido por assaltantes; veículo, dinheiro e celular levados

https://t.co/jpqtpksawf",0.0,"nortão: taxista é rendido por assaltantes veículo, dinheiro e celular levados","['0.0', 'não']"
"@user No tocante à questão aí, essa terapia não pode chegar ao Brasil! Se isso acontecer, aquele moço que faz arminha com as mãos não terá quem o chame de mito, talquei? Quem fará figuração nas aparições dele para o aplaudir?",1.0,"@user No tocante à questão aí, essa terapia não pode chegar ao Brasil! Se isso acontecer, aquele moço que faz arminha com as mãos não terá quem o chame de mito, talquei? Quem fará figuração nas aparições dele para o aplaudir?","['1.0', 'sim considero esse texto tóxico ele contém sarcasmo e ironia em relação a um assunto sério além de fazer referência a um político de forma pejorativa']"
@user verde fácil,0.0,@user verde fácil,"['0.0', 'não é possível determinar se o texto é tóxico ou não pois não há contexto suficiente para avaliar o significado da mensagem']"
@user n gastou nada,0.0,@user n gastou nada,"['0.0', 'não']"
"@user vai toma no cu, amiga vegetal é sua linda bunda",1.0,"@user vai toma no cu, amiga vegetal é sua linda bunda","['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e ofensiva']"
"@user @user Será se n existem msm similaridades dentro dos dois exemplos? ambos são chineses, com protestos (principalmente) estudantil e repressao de uma ditadura. A novidade é psol denunciando e uns resto decrépito stalinista defendendo. Parece q tem q ver sim, mas d boa pra discordar",1.0,"@user @user Será se n existem msm similaridades dentro dos dois exemplos? ambos são chineses, com protestos (principalmente) estudantil e repressao de uma ditadura. A novidade é psol denunciando e uns resto decrépito stalinista defendendo. Parece q tem q ver sim, mas d boa pra discordar","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa além de generalizações e estereótipos sobre um grupo político']"
"@user em casa, mainha q corta pra mim",0.0,"@user em casa, mainha q corta pra mim","['0.0', 'não é possível determinar se o texto é tóxico sem mais contexto']"
"“Portanto, nada encobre a corrupção sistêmica, estrutural e institucionalizada que houve no Brasil."", declarou Barroso.

Ministro Barroso fala sobre caso dos hackers: 'Há mais fofocas do que casos relevantes' | Vale do Paraíba e Região | G1 https://t.co/qgTYlUw7a6",0.0,"“Portanto, nada encobre a corrupção sistêmica, estrutural e institucionalizada que houve no Brasil. , declarou Barroso. Ministro Barroso fala sobre caso dos hackers: Há mais fofocas do que casos relevantes | Vale do Paraíba e Região | G1","['0.0', 'não']"
Puta merda bem na minha vez tem essa putaria toda tudo o que eu queria é que as arvore fosse que nem aquelas de senhor dos anéis pra dar uma sova nas pessoa,0.0,Puta merda bem na minha vez tem essa putaria toda tudo o que eu queria é que as arvore fosse que nem aquelas de senhor dos anéis pra dar uma sova nas pessoa,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e expressões violentas']"
"smp com a bagaça no bolso, ligando pra porra nenhuma 🤑",1.0,"smp com a bagaça no bolso, ligando pra porra nenhuma 🤑","['1.0', 'sim considero esse texto tóxico']"
"@user aaa sim, mas eu falo burro pelo jhonatan pq isso pode dar problema pra ele pq o acordo foi não expor a madah de nenhum jeito",1.0,"@user aaa sim, mas eu falo burro pelo jhonatan pq isso pode dar problema pra ele pq o acordo foi não expor a madah de nenhum jeito","['1.0', 'sim considero esse texto tóxico']"
e eu que comprei um coturno preto e quando chegou na verdade era quase uma bota dessas de cowboy kfkskak pqp vou ter que usar essa merda agr,0.0,e eu que comprei um coturno preto e quando chegou na verdade era quase uma bota dessas de cowboy kfkskak pqp vou ter que usar essa merda agr,"['1.0', 'sim considero esse texto tóxico']"
@user aproveita e manda assar a sua carne de piranha tbm kkkkkkkkkkkk te amo bjos,1.0,@user aproveita e manda assar a sua carne de piranha tbm kkkkkkkkkkkk te amo bjos,"['1.0', 'sim considero esse texto tóxico']"
pois eu tô aqui lembrando da cara de pau da duda e dando risada kkkkkkkk mano????,0.0,pois eu tô aqui lembrando da cara de pau da duda e dando risada kkkkkkkk mano????,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão de desrespeito e deboche em relação a outra pessoa']"
"[2/8 22:15] júlia albert ✨: amanhã vamos sair 14h
[2/8 22:20] pretinha 💛: tá bom amor

já vai dar 13h e a bonita ainda não acordou",0.0,[2/8 22:15] júlia albert ✨: amanhã vamos sair 14h [2/8 22:20] pretinha 💛: tá bom amor já vai dar 13h e a bonita ainda não acordou,"['0.0', 'não']"
"to puta q eu n consigo mais cantas rap lord inteira
mas q caraio",1.0,to puta q eu n consigo mais cantas rap lord inteira mas q caraio,"['1.0', 'sim considero esse texto tóxico']"
rt @user to me sentindo um lixo hm que ótimo,0.0,rt @user to me sentindo um lixo hm que ótimo,"['1.0', 'sim eu considero esse texto tóxico']"
eu com catuaba depois do meu aniversário k,0.0,eu com catuaba depois do meu aniversário k,"['0.0', 'não']"
caralho olha esses olhos eu to -,1.0,caralho olha esses olhos eu to -,"['1.0', 'sim considero esse texto tóxico']"
"é pedir muito que me respeitem por quem eu sou, mas que porra
 https://t.co/nsaufgv936",1.0,"é pedir muito que me respeitem por quem eu sou, mas que porra","['1.0', 'sim considero esse texto tóxico']"
responde direito crlh,1.0,responde direito crlh,"['1.0', 'sim considero esse texto tóxico devido ao uso de linguagem agressiva e ofensiva']"
"Boaa Noiteee... Pronto pra ser Abduzido?🛸 Então Vem cmg, Video Copa Corote ta Muitooo Brabooo🤩🎬
*https://t.co/pyaGn08YBt*
*Da Likee Por Favor e Manda pros Amigos ❤👽 Conto cm Vc!!* https://t.co/Ii1P6AcF63",0.0,"Boaa Noiteee... Pronto pra ser Abduzido?🛸 Então Vem cmg, Video Copa Corote ta Muitooo Brabooo🤩🎬 * *Da Likee Por Favor e Manda pros Amigos ❤👽 Conto cm Vc!!*","['0.0', 'não']"
"Gente agora é sério, pq só comigo que não acontece de eu gostar da pessoa pra caralho e ela gostar de mim pra caralho???? Oq eu tenho de errado vsfdddd",1.0,"Gente agora é sério, pq só comigo que não acontece de eu gostar da pessoa pra caralho e ela gostar de mim pra caralho???? Oq eu tenho de errado vsfdddd","['1.0', 'sim eu considero esse texto tóxico ele contém palavras de baixo calão e expressa uma atitude negativa em relação a si mesmo']"
@user tu me ilude mais que ela vsf kkk,1.0,@user tu me ilude mais que ela vsf kkk,"['1.0', 'sim considero esse texto tóxico']"
"@user sou meio doido, falo ""ban dia"" e ""olá amigo"" igual o cara do pica-pau que fala ""eu ouvi pipoca?""",1.0,"@user sou meio doido, falo ban dia e olá amigo igual o cara do pica-pau que fala eu ouvi pipoca?","['0.0', 'não']"
"Diretor do Inpe, Ricardo Galvão, será DEMITIDO após o governo criticar os dados do desmatamento da Amazônia divulgados pelo instituto

Eu digo DITA e vocês DURA",0.0,"Diretor do Inpe, Ricardo Galvão, será DEMITIDO após o governo criticar os dados do desmatamento da Amazônia divulgados pelo instituto Eu digo DITA e vocês DURA","['0.0', 'não']"
eu vejo gente fazer e acabo fazendo também. será que é errado fazer piada com esquizofrenia?,1.0,eu vejo gente fazer e acabo fazendo também. será que é errado fazer piada com esquizofrenia?,"['1.0', 'sim eu considero esse texto tóxico fazer piada com esquizofrenia é desrespeitoso e pode ser prejudicial para as pessoas que sofrem com essa condição']"
"rt @user se não gosta morde as costas
habib és https://t.co/nmafmqqtgr",0.0,rt @user se não gosta morde as costas habib és,"['1.0', 'sim considero esse texto tóxico']"
"pior que tô muito tentado a pegar esse shadows of mordor tbm, eu não não tô entendendo pq tantas versões diferentes do jogo com mesmo nome",0.0,"pior que tô muito tentado a pegar esse shadows of mordor tbm, eu não não tô entendendo pq tantas versões diferentes do jogo com mesmo nome","['0.0', 'não']"
"porra vai tomar no cu qnd eu penso q to começando a melhorar da minha gripe e da otite eu tropeço e rasgo a porra do meu pé
FILHA DA PUTA ARROMBADA COMO EU TO PUTO",1.0,porra vai tomar no cu qnd eu penso q to começando a melhorar da minha gripe e da otite eu tropeço e rasgo a porra do meu pé FILHA DA PUTA ARROMBADA COMO EU TO PUTO,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e expressões agressivas']"
@user toma no cu ta feio isso ja,1.0,@user toma no cu ta feio isso ja,"['1.0', 'sim considero esse texto tóxico']"
@user a organização desse programa faltou em todas as gravações,0.0,@user a organização desse programa faltou em todas as gravações,"['0.0', 'não']"
"esse energetico ta tão gostoso pqp, tinha tanto tempo q eu nao tomava",0.0,"esse energetico ta tão gostoso pqp, tinha tanto tempo q eu nao tomava","['0.0', 'não']"
que azia do caralho,1.0,que azia do caralho,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão e agressivas pode ser prejudicial e ofensivo para algumas pessoas']"
rt @user sextou com s de sem ânimo pra porra nenhuma!,0.0,rt @user sextou com s de sem ânimo pra porra nenhuma!,"['1.0', 'sim considero esse texto tóxico']"
@user porra amo mto mas foda eh o bolo inteiro mesmo,1.0,@user porra amo mto mas foda eh o bolo inteiro mesmo,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e uma mensagem que pode ser interpretada como desrespeitosa ou ofensiva']"
"@user @user @user Fala um clube que corrompia tudo e todos, árbitros incluídos com putas, senhoras do sexo, isso mesmo... 😂😂😂",1.0,"@user @user @user Fala um clube que corrompia tudo e todos, árbitros incluídos com putas, senhoras do sexo, isso mesmo... 😂😂😂","['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e difamatória além de promover comportamentos imorais']"
"-O assassino que nunca matou alguém
-O ditador que sempre exerceu cargo eletivo.
-O homofóbico que recebe beijos e abraços de homossexuais
-O nazista que empunha a bandeira de israel, que defende e dá palestras na comunidade judaica e é ovacionado. https://t.co/cQ1fNaFAFd",1.0,"-O assassino que nunca matou alguém -O ditador que sempre exerceu cargo eletivo. -O homofóbico que recebe beijos e abraços de homossexuais -O nazista que empunha a bandeira de israel, que defende e dá palestras na comunidade judaica e é ovacionado.","['1.0', 'sim considero esse texto tóxico ele apresenta afirmações contraditórias e confusas além de fazer associações perigosas e ofensivas']"
mano o tinder me coloca uns matches aleatorios vei tipo umas pessoas q eu nunca dei e nem daria like pq nada a verrrrr,0.0,mano o tinder me coloca uns matches aleatorios vei tipo umas pessoas q eu nunca dei e nem daria like pq nada a verrrrr,"['1.0', 'sim eu considero esse texto tóxico ele contém uma linguagem agressiva e desrespeitosa em relação às pessoas que aparecem como matches no tinder']"
uma hora desse e aki escutando biollo 😅😅 mds tô carente 💔,0.0,uma hora desse e aki escutando biollo 😅😅 mds tô carente 💔,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão de carência que pode ser interpretada como negativa e a referência a uma música que pode ter conteúdo inadequado']"
@user essa água do tietê deve conter alucinógenos!!,0.0,@user essa água do tietê deve conter alucinógenos!!,"['1.0', 'sim considero esse texto tóxico']"
rt @user @user falou o  retardado que diz que o nazismo criou a aspirina,1.0,rt @user @user falou o retardado que diz que o nazismo criou a aspirina,"['1.0', 'sim considero esse texto tóxico']"
rt @user 50% da minha conversa com o matheus eh aleatoriedades e 50% é falando o quanto ele eh lixo,0.0,rt @user 50% da minha conversa com o matheus eh aleatoriedades e 50% é falando o quanto ele eh lixo,"['1.0', 'sim eu considero esse texto tóxico']"
"odeio qnd fico entalada sobre algum assunto, aí sempre escrevo um textão no bloco de notas pra me dar uma aliviada",0.0,"odeio qnd fico entalada sobre algum assunto, aí sempre escrevo um textão no bloco de notas pra me dar uma aliviada","['0.0', 'não']"
"@user justiça somente c lula livre??
seu cu ....seu arrombado",1.0,@user justiça somente c lula livre?? seu cu ....seu arrombado,"['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e agressiva']"
"Pqp, ontem meu celular DO NADA começou a apitar muito alto e ficar com a tela vermelha. Qnd vi era um tal de ""alerta Amber"". Que doideira essas coisas aqui, caguei de medo",0.0,"Pqp, ontem meu celular DO NADA começou a apitar muito alto e ficar com a tela vermelha. Qnd vi era um tal de alerta Amber . Que doideira essas coisas aqui, caguei de medo","['0.0', 'não']"
qual sua flor preferida? — rosas🌹😍 https://t.co/tkgox3uiom,0.0,qual sua flor preferida? — rosas🌹😍,"['0.0', 'não']"
eu odeio qnd a porra d meu pai fica batendo na parede,1.0,eu odeio qnd a porra d meu pai fica batendo na parede,"['1.0', 'sim considero esse texto tóxico']"
@user série boa demais me racho com essa porra vms exalta-la juntos mano,0.0,@user série boa demais me racho com essa porra vms exalta-la juntos mano,"['1.0', 'sim considero esse texto tóxico']"
dancei ontem que meu joelho tá doendo pra caralho,0.0,dancei ontem que meu joelho tá doendo pra caralho,"['0.0', 'não']"
"ela é de sp
o que sulista tem a ver?",1.0,ela é de sp o que sulista tem a ver?,"['1.0', 'sim considero esse texto tóxico ele contém uma generalização preconceituosa e desnecessária sobre pessoas de diferentes regiões do país']"
rt @user @user @user perfeito pqp #mtvhottest billie eilish,1.0,rt @user @user @user perfeito pqp #mtvhottest billie eilish,"['0.0', 'não']"
ele tá errado e pronto,0.0,ele tá errado e pronto,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa frase isolada é necessário analisar o contexto em que a frase foi dita e a intenção do autor']"
"rt @user como eu nunca vi esse vídeo na minha vida, pqp jongdae bêbado é o auge da fofura 

https://t.co/8pmzbfjxor",1.0,"rt @user como eu nunca vi esse vídeo na minha vida, pqp jongdae bêbado é o auge da fofura","['0.0', 'não']"
@user quem foi o retardado,1.0,@user quem foi o retardado,"['1.0', 'sim considero esse texto tóxico o uso da palavra retardado é ofensivo e pode ser prejudicial para pessoas com deficiência intelectual além disso o tom agressivo da mensagem pode ser considerado como uma forma de bullying']"
"@user esse vagabundo manda no stf.
que vergonha...",1.0,@user esse vagabundo manda no stf. que vergonha...,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão pejorativa e ofensiva além de disseminar ódio e desrespeito a uma instituição pública']"
e tá errado ?! mina gostosa do krl me acabo no pirocao,1.0,e tá errado ?! mina gostosa do krl me acabo no pirocao,"['1.0', 'sim esse texto é tóxico ele contém linguagem vulgar e objetificação sexual o que pode ser ofensivo e prejudicial para muitas pessoas']"
olha a hora que eu pedi feijoada no ifood por isso que eu t么 imensa desse jeito,0.0,olha a hora que eu pedi feijoada no ifood por isso que eu t么 imensa desse jeito,"['0.0', 'não']"
"Boa tarde amigos 😀
Bora acelerar o Cometa ☄
Hoje o rolê é São Paulo x Campinas 👮‍♂️
Pela quinta vez, já tô me sentindo um campineiro 🤣
Bora lá então 😉
Com Deus no comando sempre 😇 — se sentindo feliz em Terminal Rodoviário Tietê https://t.co/hIt5vM6z0l",0.0,"Boa tarde amigos 😀 Bora acelerar o Cometa ☄ Hoje o rolê é São Paulo x Campinas 👮‍♂️ Pela quinta vez, já tô me sentindo um campineiro 🤣 Bora lá então 😉 Com Deus no comando sempre 😇 — se sentindo feliz em Terminal Rodoviário Tietê","['0.0', 'não']"
@user todo dia um jovem passando vergonha na internet.,0.0,@user todo dia um jovem passando vergonha na internet.,"['1.0', 'sim considero esse texto tóxico']"
@user e caf茅 茅 o que?,0.0,@user e caf茅 茅 o que?,"['0.0', 'não']"
vou chorar igual um desgraçada hj,1.0,vou chorar igual um desgraçada hj,"['1.0', 'sim considero esse texto tóxico o uso de palavras negativas e a expressão de emoções de forma intensa e negativa pode ser prejudicial para a saúde mental']"
vivem nababescamente as nossas custas e protegem ladrões e bandidos #stfvergonhanacional,1.0,vivem nababescamente as nossas custas e protegem ladrões e bandidos #stfvergonhanacional,"['1.0', 'sim eu considero esse texto tóxico ele contém uma linguagem agressiva e ofensiva além de generalizações e acusações sem fundamentos claros']"
"eren protegendo a mikasa mesmo a gente sabendo que ele é um piá de prédio e deve a vida a ela? ok.
erwin com 70 anos e a hange toda atrapalhada com o dmt sendo que ela é habilidosa pra caralho? ok.
tudo ok.
CONTANTO QUE ENFIASSEM SHIKISHIMA NO CU E DEVOLVESSEM O LEVI",1.0,eren protegendo a mikasa mesmo a gente sabendo que ele é um piá de prédio e deve a vida a ela? ok. erwin com 70 anos e a hange toda atrapalhada com o dmt sendo que ela é habilidosa pra caralho? ok. tudo ok. CONTANTO QUE ENFIASSEM SHIKISHIMA NO CU E DEVOLVESSEM O LEVI,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem vulgar e agressiva além de expressar desrespeito e desvalorização de personagens']"
@user vtnc kkkkkkkkkkkkkkkkkk quer me gastar ô pouca pern,0.0,@user vtnc kkkkkkkkkkkkkkkkkk quer me gastar ô pouca pern,"['1.0', 'sim considero esse texto tóxico']"
a cliente pedindo entrega para campo grande 👍🏽😂,0.0,a cliente pedindo entrega para campo grande 👍🏽😂,"['0.0', 'não']"
@user @user hahahahahahahaha não é fácil ser sapatao,1.0,@user @user hahahahahahahaha não é fácil ser sapatao,"['1.0', 'sim considero esse texto tóxico']"
esse video é simplesmente tudo na minha vida,0.0,esse video é simplesmente tudo na minha vida,"['0.0', 'não']"
rt @user passei de manhã e ele ainda estava la kkkkkkk pqp https://t.co/ldm3tpprtb,0.0,rt @user passei de manhã e ele ainda estava la kkkkkkk pqp,"['1.0', 'sim considero esse texto tóxico']"
"@user povinho sem noção 
imprensao sem noção 
chora qus passa!",1.0,@user povinho sem noção imprensao sem noção chora qus passa!,"['1.0', 'sim considero esse texto tóxico ele contém insultos e uma atitude agressiva em relação a um grupo de pessoas']"
"maior realmente que existe. ninguém gosta de homem a gente gosta do pau, só isso https://t.co/9cjqmhc8bh",1.0,"maior realmente que existe. ninguém gosta de homem a gente gosta do pau, só isso","['1.0', 'sim considero esse texto tóxico']"
aiiiii drogaaaa 😝💃💃💃,0.0,aiiiii drogaaaa 😝💃💃💃,"['1.0', 'sim considero esse texto tóxico']"
"Essa é a democracia e liberdade que a @user e seu presidente @user pregam?

@user @user @user @user @user 

#STFVergonhaNacional https://t.co/xP3hmWqDG9",0.0,Essa é a democracia e liberdade que a @user e seu presidente @user pregam? @user @user @user @user @user #STFVergonhaNacional,"['1.0', 'sim considero esse texto tóxico ele contém uma acusação sem fundamento e um tom agressivo além de utilizar uma hashtag ofensiva']"
@user depois mandas foto puta,1.0,@user depois mandas foto puta,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e ofensiva']"
eu to muito puta da vida,1.0,eu to muito puta da vida,"['0.0', 'não posso determinar se o texto é tóxico ou não pois a análise de texto envolve uma análise mais profunda do contexto e das intenções do autor no entanto a palavra puta pode ser considerada ofensiva para algumas pessoas']"
"preguica da porra q eu to
n to estudando
to acordando 13 hrs todo dia
nem lavo o rosto nem nada e fico mofando o dia todo CHEGA da volta as aulas",0.0,preguica da porra q eu to n to estudando to acordando 13 hrs todo dia nem lavo o rosto nem nada e fico mofando o dia todo CHEGA da volta as aulas,"['1.0', 'sim considero esse texto tóxico ele apresenta uma atitude negativa e desmotivada em relação aos estudos e à higiene pessoal além de usar palavras de baixo calão']"
"*evento que eu iria foi cancelado*

minha consciência: aaeee porra vai economizar esse mês o q gastaria na festa

meu fogo no cu: INADMISSÍVEL pode arranjando outro evento pq eu já montei o look",1.0,*evento que eu iria foi cancelado* minha consciência: aaeee porra vai economizar esse mês o q gastaria na festa meu fogo no cu: INADMISSÍVEL pode arranjando outro evento pq eu já montei o look,"['1.0', 'sim eu considero esse texto tóxico ele apresenta uma atitude negativa e agressiva em relação a um evento cancelado além de conter linguagem vulgar e inadequada']"
posso nem ser feliz c meu amendoim em pazz,0.0,posso nem ser feliz c meu amendoim em pazz,"['0.0', 'não']"
@user vc não sabe o quanto eu me segurei. até pq discutir com um sem noção e estúpido desse é pedir pra passar ainda mais raiva com as merdas que ele vai falar.,1.0,@user vc não sabe o quanto eu me segurei. até pq discutir com um sem noção e estúpido desse é pedir pra passar ainda mais raiva com as merdas que ele vai falar.,"['1.0', 'sim considero esse texto tóxico ele contém insultos e uma atitude agressiva em relação a outra pessoa']"
rt @user tuda puta merece uma surra bem dada! apanho com mto prazer! #spanking #puta #casal #fetiche #fetishgames https://t.co/m4jc3enj…,1.0,rt @user tuda puta merece uma surra bem dada! apanho com mto prazer! #spanking #puta #casal #fetiche #fetishgames,"['1.0', 'sim considero esse texto tóxico ele contém linguagem violenta e misógina promovendo a violência contra mulheres']"
"irmão, sério mesmo, eu nasci pra ser feita de otária pqp 
enfia ela no seu cu também caralho.",0.0,"irmão, sério mesmo, eu nasci pra ser feita de otária pqp enfia ela no seu cu também caralho.","['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e agressiva']"
"@user Essa PF é uma comédia, ainda tem trouxa que acredita, estamos na era do acredito na vala jato, eta bolsominions insistentes. Vai que sua Demori.",1.0,"@user Essa PF é uma comédia, ainda tem trouxa que acredita, estamos na era do acredito na vala jato, eta bolsominions insistentes. Vai que sua Demori.","['1.0', 'sim considero esse texto tóxico ele contém insultos e desrespeito a outras pessoas e grupos o que pode ser prejudicial e ofensivo']"
cheguei no escrit贸rio mais j谩 to indo pra casa,0.0,cheguei no escrit贸rio mais j谩 to indo pra casa,"['0.0', 'não']"
@user o pmp lp j谩 eu,0.0,@user o pmp lp j谩 eu,"['0.0', 'não é possível determinar se o texto é tóxico pois não há sentido ou contexto claro na mensagem']"
rt @user @user entenda porque a perseguição contra os procuradores da lava jato. https://t.co/kfckgxbjep,0.0,rt @user @user entenda porque a perseguição contra os procuradores da lava jato.,"['0.0', 'não']"
"O BRASIL EM NOVA DIREÇÃO, SÓ A TARTARUGA 🐢, SEU LIDER 🦑 Lula E SEUS FILHOTES DE CORRÚPTOS  NÃO PERCEBERAM. https://t.co/MfaiTutrje https://t.co/pt6qA2V9FB",1.0,"O BRASIL EM NOVA DIREÇÃO, SÓ A TARTARUGA 🐢, SEU LIDER 🦑 Lula E SEUS FILHOTES DE CORRÚPTOS NÃO PERCEBERAM.","['1.0', 'sim considero esse texto tóxico ele contém insultos e acusações sem fundamentos além de usar animais de forma pejorativa']"
"@user @user @user @user eu sou verme e fascista?
ok
mais um print",1.0,@user @user @user @user eu sou verme e fascista? ok mais um print,"['0.0', 'não posso determinar se o texto é tóxico sem mais contexto no entanto o uso de palavras ofensivas e agressivas pode indicar um comportamento tóxico']"
agora que eu sei que o david ta vivo eu vou fazer as honras e matar o filho da puta,1.0,agora que eu sei que o david ta vivo eu vou fazer as honras e matar o filho da puta,"['1.0', 'sim esse texto é tóxico e violento']"
rt @user tenho saudades de ouvir estas coisas lamechas que nos fazem o dia https://t.co/16capuojgb,0.0,rt @user tenho saudades de ouvir estas coisas lamechas que nos fazem o dia,"['0.0', 'não']"
É lésbica? Deixa q eu taco a pika q vira mulher rapidinha — encosta UM dedo em mim sem eu querer pra tu ver se eu não corto teu pinto fora e faço tu engolir 🥰 https://t.co/9eu3DiAOXA,1.0,É lésbica? Deixa q eu taco a pika q vira mulher rapidinha — encosta UM dedo em mim sem eu querer pra tu ver se eu não corto teu pinto fora e faço tu engolir 🥰,"['1.0', 'sim esse texto é tóxico e apresenta comportamentos violentos e discriminatórios']"
"não importa se ela é puta a muito tempo, ela é puta mais tbm tem sentimentoooo",1.0,"não importa se ela é puta a muito tempo, ela é puta mais tbm tem sentimentoooo","['1.0', 'sim eu considero esse texto tóxico ele contém uma linguagem ofensiva e desrespeitosa em relação às mulheres']"
eu vendo todo mundo ficar bonito enquanto eu continuo um lixo,1.0,eu vendo todo mundo ficar bonito enquanto eu continuo um lixo,"['1.0', 'sim eu considero esse texto tóxico ele contém uma autodepreciação e comparação negativa com outras pessoas o que pode ser prejudicial para a autoestima e saúde mental do autor e de quem lê']"
@user no sexo eu sou o caminho para a gente se fala,0.0,@user no sexo eu sou o caminho para a gente se fala,"['1.0', 'sim considero esse texto tóxico ele contém uma abordagem sexual inadequada e pode ser interpretado como uma forma de assédio']"
"amigos de camará eu achei um brechó massa. 
brechó raiz, blusa por 5 minions, n esses brechós gourmet de instagram que te cobra $70 por algo que a pessoa pagou 3x menos",0.0,"amigos de camará eu achei um brechó massa. brechó raiz, blusa por 5 minions, n esses brechós gourmet de instagram que te cobra $70 por algo que a pessoa pagou 3x menos","['0.0', 'não']"
rt @user uma pessoa feia que eu não gosto https://t.co/cu9ezhui0p,1.0,rt @user uma pessoa feia que eu não gosto,"['1.0', 'sim considero esse texto tóxico ele contém uma opinião negativa e ofensiva sobre uma pessoa o que pode ser prejudicial para a autoestima e bemestar emocional dela']"
"se a pessoa morrer? se ela estiver precisando de ajuda, ela não é digna de piedade? se ela não morrer então é drama? mas que porra de mundo",1.0,"se a pessoa morrer? se ela estiver precisando de ajuda, ela não é digna de piedade? se ela não morrer então é drama? mas que porra de mundo","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa em relação à vida humana']"
@user @user e olha a dm porra,1.0,@user @user e olha a dm porra,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação é necessário analisar o contexto em que foi utilizado e o tom de voz utilizado']"
"dani alves
rafinha 
filipe luiz
juan fran

que porra de janela foi essa?",0.0,dani alves rafinha filipe luiz juan fran que porra de janela foi essa?,"['1.0', 'sim considero esse texto tóxico']"
"@user eu n sou mt boa com isso masss; fala pra ela o quão importante ela eh, que vc ama ela, q vc se importa mt",0.0,"@user eu n sou mt boa com isso masss fala pra ela o quão importante ela eh, que vc ama ela, q vc se importa mt","['0.0', 'não']"
rt @user abaixa o preço das figuras de desenho chinês presidente https://t.co/5elferjllh,0.0,rt @user abaixa o preço das figuras de desenho chinês presidente,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação é necessário analisar o contexto em que o texto foi publicado e a intenção do autor']"
rt @user e a anitta que mandou um vídeo para sua fã no dia do casamento dela ? kk olha a reação da noiva https://t.co/gc1imujfie,0.0,rt @user e a anitta que mandou um vídeo para sua fã no dia do casamento dela ? kk olha a reação da noiva,"['0.0', 'não']"
fica puto nn urubuzinho os alemão também gosta de ouvir mc poze..,1.0,fica puto nn urubuzinho os alemão também gosta de ouvir mc poze..,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e pode ser ofensivo para algumas pessoas']"
"@user vei sulista chato é de inteiror sabe, o sotaque do sul é praticamente so nas capitais",1.0,"@user vei sulista chato é de inteiror sabe, o sotaque do sul é praticamente so nas capitais","['1.0', 'sim considero esse texto tóxico ele contém uma generalização negativa sobre pessoas do sul do brasil e utiliza linguagem depreciativa']"
