text,hatespeech_comb
~*~*~*~ vOcÊ é NeGrA mAs AtÉ qUe é BoNiTa ~*~*~*~,1
"Pra turma da USP, Moraes é muito 'partidarizado' (???) e não pode ir pro STF.
Já Fachin ter defendido invasão de terra / MST (CRIME!!), ok.",1
@gaviaochis tão levando pra casa da maria do rosário ???,0
@Sidneycarv @Pontifex_pt Mulçumanos matam cristãos e ele não fala nada. Defende a ida de refugiados mulçumanos para a Europa.,0
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,0
"nojo desses omi, ainda bem que eu sou sapatão",1
"SCP falha golos com jogadores isolados sem ninguém na baliza.
SCP perde com o Setúbal.
SCP é eliminado.
Sportinguistas culpam o SLB.
",0
"@MorganaKretzman @omelete tem problema não, pode pegar qq outra crítica pra colocar ali no lugar do prosa livre q da no mesmo.",0
@derotikas só não reclamei porque semana passada fiz o Velho doar um galo e 3 galinhas da angola kkkkk,0
Deixei o teste de matemática em branco Kkkk o melhor é ver a cara de deboche da professora,1
"pode ser gorda, pode ser feia",1
"Poliana Bagatini, 29 anos, mulher do cantor sertanejo Vitor Chaves, da dupla Victor e Leo, registrou queixa... https://t.co/z9ffAFmp72",0
17 pequenas atitudes machistas que acontecem na cama https://t.co/O8u3c1jZoJ via @BuzzFeedBrasil,1
"não da tapa na bundinha, da cotovelada nas costas !",0
"não se esqueçam de começar a redação com ousadia 
primeiramente s2 temer",1
Olha a lógica... kkkkkkkkkkk.. e quem nao quer ser obrigada a ser feminista? virou feminista obrigada...kkkk https://t.co/X3U8TYfbYc,1
@MPrescinoti @UOLNoticias @UOL alow pessoal do PSOL...vamos parar de fumar maconha seus malucos @MarceloFreixo @jeanwyllys_real,1
"@GiovannAmanda A maioria dos argumentos dos fans do Bolsonaro é que toda feminista é feia, cabeluda, gorda etc",1
@AdemirAlvim eu tenho conhecimento dessa doutrinação nas escolas... Uma triste realidade no Brasil e no mundo!,1
"@CancerJack basicamente é um miojo com calabresa, linguiça toscana e molho branco!",0
"Enciclopédia @homemdeverdade : Futebol = hora sagrada, churrasco, cerveja gelada, não gosta vaza! fêmeas no shopping !",0
Vai começar mais uma sessão de torcida contra o Trump no @jornalnacional ...,0
"RT @alex_borges: 'Mulheres são minoria nos cursos de engenharia!', denuncia a feminazi que quer escolher sua profissão por você.",1
"ESTOU LANÇANDO MINHA MARCA DE CAMISETAS
ESSA É ESPECIAL PRO #diainternacionaldamulher 
BELA OPÇÃO PRA PRESENTEAR O _ https://t.co/m4zsYjHxZs",0
o dia é das bruxas mas a noite é dos solteiros,0
"RT @toquedeveludo: Agora um poema:
Eu sou sapatão. 
E sapatão sempre vou ser
Pq gosto de pepekas
E a sua eu quero comer.
",0
"Diferença entre 'manifestante' e 'terrorista'.
Esquerdista = vagabundo baderneiro.
Conservador = patriota, gente do _ https://t.co/XvQzqwFtHs",1
"Há exatos 85 anos as mulheres começavam a ter o direito ao voto, garantido de maneira plena, sem distinção entre... https://t.co/dwLHQgENI8",0
RT @GABRIELPlNHEIRO: Esse é o cara que vai ser responsável pela diplomacia do Brasil com os EUA https://t.co/VCyBhiJmRo,0
"Coisas que odeio
esquerdista de iphone
hipocrisia
falso moralismo https://t.co/L6lEY0mk8f",1
Pedo Folia 2013 EU FUI! http://t.co/doPJshlfh1,0
@gentebranca1 negras não pode pintar cabelo É APROPRIAÇÃO O K http://t.co/bC5yqdB78f,1
@5gu Lá vem a gorda fazer chantagem emocional.,1
Curitiba realizando casamento comunitário é Brasília realizando #DivórcioComunitário.,0
@iStevenOficial  Obrigada... Só se for agora....rs,0
RT @CapitalismoOP: Se ninguém ate hoje te chamou de fascista você ta fazendo algo de errado,0
Hei Jovem espinhudo! AXÉ NÃO! RESTART NÃO! LEGIÃO URBANA NÃO ! Tenha um mínimo de decência nessa vida ordinária que vc leva!,1
"@Sybylla_ Ué, mas o homem branco fez isso mesmo. Esse povo pensa que a colonização foi como?",1
Aí #TheWalkingDead deixa de ser sobre zumbis e vira jogos mortais,0
RT @New_Delia: Países ricos não aceitam refugiados. Estão certíssimos. https://t.co/TbLOkymjZx,1
Dudu Barbosa feia ou bonita? —_ bixa gorda https://t.co/8u2l5O3dDe,1
"Bom dia amores... Os dias passando, as mudanças se tornando inevitáveis e próximas... vai ficando mais difícil. #eavidasegue ?",0
@angelicamorango Lindo inclusive! Intrigante! Isso é massa!,0
RT @GABRIELPlNHEIRO: Comentarista da Globo News tem orgulho de posar ao lado de homem que fez parte de uma organização terrorista q matou m _,0
Vamos boicotar o Habibs por não fiscalizar a droga dos meninos que entram na loja pra intimidar os clientes! https://t.co/hYeE2ZLdwz,1
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,1
RT @alexismrr11: A minha casa não aceita refugiados aka Mónica,1
"Esse cara é um lixo humano, é daqueles imbecis que acham que sabem tudo https://t.co/Ocs4E9fEV1",1
#EscolaSemPartido.  Só não vê quem é ESQUERDOPATA.. https://t.co/reUZ58586t,1
Aqui no Brasil tem tantos refugiados da guerra na Síria e não temos qualquer registro de ataque.,1
"Colocaram um vinho branco pra gelar, será que teremos comemorações hoje?",0
"RT @raisacds: Coisas que eu tenho que ler no dia da mulher
Excluído pq não tenho paciência pra uma pessoa tão burra https://t.co/rgoplvF1Xz",1
Hahahahaha!!!!!! Boa!! Espanhol não é e nunca foi língua oficial dos EUA! https://t.co/pxnBQmR10o,0
Porra!!! Que programa racista esse #Esquenta !!! Só tem negros! Não tem um dedicado a loiras!!!!! Sou discriminada!!!!!,0
@GABRIELPlNHEIRO @ibrags Quem tem Mitomania sou eu que sou fã do Bolsonaro   hahahahahahah  (zuera),0
"Recomendo isto aos jornalistas-terroristas do cartel da comunicação social, aos comentadores e à carneirada histéri _ https://t.co/RWgDSmXnxV",0
"@Leandro__Karnal 
Como afirmar isso?
Baseado em quê? 
Opinião? 
Doxa?",0
"RT @edmilsonpapo10: Só canalhas desocupados exigem inutilidades como essa...
Aliás, o Rio sempre sai na frente quando o assunto são canalha _",1
aff pq vc pinta o cabelo........td mundo sabe q vermelho e loiro só fica bom em tom de pele clara,1
Servidos??? @ Praia De Leste - Pontal Do Paraná https://t.co/VphicEFiEY,0
"meritocracia: existe
racismo: não existe since 1888",1
@KetsiaSousa meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...,0
Neymar jogou bem!??? Kkkkk,0
Raiane sapatão fld dá mh bunda KKKKKKKKK,1
"O que seria 'válido', então? Feminicídio? Estupro? Mercado de trabalho? Falamos disso todo dia. Poderia dedicar uma coluna a isso, então.",1
"@Estadao ESSES ARTISTAS / INTELECTUAIS SE ACHAM SUPERIORES A TODO MUNDO, OS DONOS DA VERDADE. O POVÃO TA CAGANDO PRA VOCÊS SEUS MERDAS.",0
"Na Bulgária não tem mimimi de esquerdista.
Sofreram na pele com a URSS.
Não querem globalismo, nem comunismo ,  nem _ https://t.co/IwxdlSI6yv",1
E vc aí mulher não sabe nem chutar uma bola direito https://t.co/APQBR6I61Q,1
"Estou lendo que o preço do grande MURO na fronteira custará mais do que o governo esperava inicialmente, mas eu ain _ https://t.co/EZwOmnq7UM",0
"vsf mano, eu fico perplexo de ver umas desgraça apoiar umas coisas tão absurdas, um dia é negro falando que quem salvou o negro foi o branco",1
"É imperioso acabar com o terrorismo incendiário e com as negociatas à volta dos incêndios! 
https://t.co/RHfbNQBXRQhttps://t.co/ivv2gB42oI",0
RT @OficialJoao: Orgulho Hetero  Homofobia. Abs,1
"RT @rpsantos1970: Será que vão aplicar este lixo 'educacional' nas escolas muçulmanas em Portugal!?
https://t.co/qTc1YOik6c",1
"Não somente hoje, mas todos os dias, que você seja reconhecida e amada.
Feliz dia internacional dá Mulher!!! https://t.co/HjhL3kdQtu",0
Final de semana = foda-se !,0
"@homemdeverdade usa barba ou bigode, essa coisa de pelinha lisinha pra gente é bunda de mulher !",1
"O Facebook caiu justo agora que eu ia compartilhar aquela imagem pra doar 0,056442 centavos pra um coral de crianças mudas sem cabelo",1
@NASA @Tanya_Dyagileva @DNPSP Tenho um pai e mãe tão bom não é que me dão amor Sérgio e Angola veia sem culpa Toni vamos a Zulmira querido!,0
As teta da Simoni na redetv. Que peitos hein,1
"- votei no crivella pq o freixo vai acabar com as milícias 
- mas bandido bom não é bandido morto? https://t.co/CzVILFRu2d",0
"Pela Europa das Nações livres e soberanas, este é e sempre será o nosso modelo!
https://t.co/8tcwCOxsOi#Brexit #EU https://t.co/ClmhMW4Og6",0
Alguém sabe me dizer se mulher negra se aposenta com idade diferente da mulher branca? https://t.co/mjOvsxHurd,1
RT @pqmorilu: Sou o Branco msm https://t.co/cudfMPX9Vv,1
nada contra negros mas minha filha não vai trazer bandido pra casa não...............,1
@ajulysantos Pra ser mulher hoje em dia e aguentar o movimento feminista...tem que ser muito macho. kkkkk,1
"122 prisioneiros extremamente cruéis, libertados de Gitmo pelo governo Obama voltaram pro campo de batalha. Só mais _ https://t.co/Af4IUr5LNZ",0
"Impunidade dos outros, fraqueza dos “nossos”
https://t.co/kDeuLAJE0Y#Iraque #Portugal #PNR #RenovarPortugal",0
Homem que é homem não assiste a fazenda.,1
Covardes em busca da censura numa das maiores páginas de humor da direita br. #SomosTodosEditoraHumanas,1
"O arranque do'OVERDOSE DE TOURETTE-ON THE ROAD' está prestes a acontecer:
-4 Fev,Figueira da Foz.
INFO:
reservas@ca _ https://t.co/xzAoqIMPdt",0
"RT @Miguelparaiso23: Roses are Red
Violets are Blue
Pa quê o Jonas
Se temos o 
Mitroglou...",0
A mídia não reportou que a Dívida Nacional no meu primeiro mês abaixou $12 bilhões vs. um aumento de $200 bilhões no primeiro mês de Obama.,0
As pedras clamarão.... https://t.co/xqZj1Kd7Cw,0
"Não sabia que o Don-G, o Pro e o NG já tavam em Lisboa!!! O Masta ficou em Angola",0
Big Fish é o unico filme que presta do Tim Burton,0
@amandassini medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?,0
"Este plot twist no final da cerimónia foi escrito pelo George R. R. Martin não foi?
#Oscars",0
"@ruandismo não, só me chama de sapatão as vezes",1
"@homemdeverdade pega forte na cintura da sua fêmea, essa coisa de delicadeza nessas horas é desses Jonnys Manés Citricos bunda mole!",1
E isso independe do político,0
"RT @vascaindio: Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente _",1
Pq n manda os refugiados pro inferno em vez de mandar pra europa???São tudo muçulmano mesmo....,1
Olha o processinho na pistoleira https://t.co/xBgiow0dcj,1
"II RAPAZ, SAI FORA VOCÊ É HOMEM @gabrielpgd23",0
RT @Fernando_Songo: @HumorNegroo Denunciei ! #TrolandocomHumorNegro haha,0
"Laura Muller, apresenta essa loirinha gostosa de branco atrás de vc?",1
Desejou feliz dia das mulé o cara q chama mulher de burra o resto do ano,0
Hoje é o dia da mulher e eu realmente tô de parabéns viu!!!!! PQ EU ACABEI DE FAZER A MAIOR MERDA Q EU PODERIA TER FEITO!!! Que menina burra,1
ESSE É O FAMOSO CHUPA CU? @g1 https://t.co/HCuJZKSNRt,1
RT @Maggot00_: @HumorNegroo ai denunciei essa porra mercado da fé fora daquii hahahah,0
"RT @editorahumanas: E o futebol feminino eim?
Alguém foi em algum jogo depois da olimpíada pra dar apoio ou vão esperar 2020 pra reclamar d _",0
UÉÉÉ.... Não são direitos iguais? Não lutam por igualdade? Ou é só a igualdade dá conveniência?  Quando essas... https://t.co/RjcvpzPM8b,1
O amigo passa o ano inteiro dizendo: 'aquela é puta' 'gorda' 'não pego pq é feia' 'feminazi' E AGORA VEM COM ESSA HIPOCRISIA,1
"RT @kordeidoI: 6- emily fields
só se fode
emaya era lindo sim 
maria sapatão
merece bem mais 
ela toma tanto no cu que as vezes eu acho qu _",0
@MichelTemer @mansualmeida MENTIRA O BRASIL TEM DINHEIRO PARA AJUDAR REFUGIADOS QUE NUNCA CONTRIBUIRAM COM UM CENTA _ https://t.co/vvGSbr3SQF,1
"@GLStecanela Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!!
https://t.co/l0LAduFdXX",1
"@LeNaZZo, @homemdeverdade mesmo, tem que ter 2 filhos em 24 territórios a sua escolha....",1
"@mafiasumers mano, esse vídeo certeza que foi baseado em fatos reais",0
Mulher idiota é assim...errado é o bofe dela  Burra pra Caralho kkkkkkkkkkkkk https://t.co/rUo11Sgvo8,1
os islamicos moderados estão filmando e tirando foto...os Islamicos não praticantes estão alertando o ocidente das _ https://t.co/nEaj8goSyw,1
"Glórias a Deus, fora abortistas... https://t.co/cshaYITInZ",1
@broubecao Vamos ter 'Overdose de Tourette'. Quando tiver a data fechada aviso por aqui,0
"@Grasielesouza_ O tênis nem branco branco chega a ser, parece um branco gelo e as lista parece EVA preto cortado com tesoura de franjinha",0
Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza,0
"E ele é a cara do meu querido amigoo ex-patrão @djbuts RT @lenabahirah Um dos melhores escritores do país, Fabrício @Carpinejar no Jô! =)",0
A TIM COMPROU O GOOGLE,0
AO VIVO Declaração Conjunta do Presidente Trump e Primeiro Ministro Shinzo Abe: https://t.co/O6BHXpb9WWhttps://t.co/lVoh7ac91l,0
"@BRXSRV foca-te em nrs e n digas q é inofensiva, em si mesmo, o islao está a ser levado para lados radicais e n estou só a falar da isis +",1
RT @BlogDoPim: Tucanos se distinguem mal do PT: https://t.co/4oemPrjBg3,0
@a_angioletti @JOAQUINVOLTOU DEIXA EU ADIVINHAR...PÉSSIMA RELAÇÃO COM O PAI? GORDA FEIA SEQUER ASSEDIADA POR ALGUÉM?ACHO QUE OS DOIS HEIN...,1
se eu fosse eliminado do bbb antes de sair eu fazia cocô no meio da sala,0
@OdeCarvalho prefiro ser magra feia a ser gorda bonita. Mesmo se as gordas se arrumarem ñ adianta pela falta d elegancia do porte físico,1
Cada dia mais patético esse Reinaldo... https://t.co/dXbsUKx9tg,0
"@jairbolsonaro responde a falsa acusação da REVISTA VEJA sobre ele ter planejado praticar atos terroristas
https://t.co/aoYBJYdvbq",0
Que burra essa mulher que perdeu o mamão! Ele é mto maduro cara,1
"Bagunceiros profissionais, bandidos e manifs. pagos mostram que os milhões que votaram PRA TORNAR A AMÉRICA GRANDE NOVAMENTE estavam certos.",0
@AcordouAcordou quer defender os amigos BANDIDOS e CORRUPTOS do partido. Como podemos aceitar isso sem ficar P da v _ https://t.co/4uh8VS30YN,1
E nesse dia da mulher confirmei o que eu já acreditava : TODA GENERALIZAÇÃO É BURRA !,1
"@nathisouzzaa UÉ digo eu, projetinho de sapatao",1
"@fcancio 
Só pensa no Trump. Só fala do Donald. Algum fetiche?
Claro que ele é uma esperança de um novo amanhecer, mas varie no tema. ;)",0
"RT @viktortora: O mundo entrou em colapso, o nacionalismo é que o vai reconstruir!
As marinas mortalhas, tremem de medo! https://t.co/OhkHS _",0
"Foda-se
Esqueci-me que todas as feministas são fufas https://t.co/SLGGngREku",1
"RT @devilshug: as pessoas hoje em dia te falam td hora pra vc amar quem vc é e se aceitar, mas se vc for BRANCO & HÉTERO VC NÃO DEVE FAZER _",1
"RT @blogfeministas: 8 de Março! Vamos juntas! Dê RT dizendo por que você para?
#8MBrasil #8MBR #EuParo https://t.co/QEfW0Knfrb",0
"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E",0
reclama de racismo........mas e as cota hein miga? só privilégios,1
"RT @Desesquerdizada: A esquerda odeia o capitalismo, mas não abre mão do que o capitalismo produz (iPhone, MacBook). 30 fatos mostram que a _",0
Fotos inéditas de um rapaz de bem desavisado que viu metade do programa #AmorESexo antes de desligar a TV https://t.co/4BcJhhroW5,0
"E os socialistas, parva? 'Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita mobilizam”: https://t.co/g3D84EGKja",0
"RT @JOAQUINVOLTOU: UÉ TURMA QUE  DEFENDE MARGINAL REVOLTADO COM O PESSOAL TIRANDO SÉLFI COM O GOLEIRO BRUNO
ENTÃO ESSE GUERREIRO DO POVO N _",0
"Não chega fazer a legislação, é preciso aplicá-la em Angola' diz Rosado de Carvalho - https://t.co/fMuRJd7uzghttps://t.co/BXlJ17JjSr",0
Não gosta de fazer compras. Faz porque a mulher força.,1
wpp voltou // a ditadura não https://t.co/x9u3cmmksM,0
#atoron RT @marcoluque Se bem que podemos mesclar..uma bela espanhola numa linda holandesa...rsrsrs!,0
O @JornalOGlobo consegue dizer na mesma matéria que o cara entrou armado para roubar e ainda assim chamá-lo de 'SUS _ https://t.co/nHsOZvDXvg,0
"RT @Silvio_MKT: No Brasil, parasitas, traidores e cúmplices d protagonistas d maior esquema de corrupção do país, são chamados p/ imprensa _",1
"eu devo ser mt feia, pq gorda eu já sou...",0
"Não sei o resto da direita, mas eu só quero um dia não precisar mais me preocupar com politica...",0
RT @lelacohen: @rosangela_bolze @VemPraRua_br @BecaBrix @HumbertoReisJr @HelosaLolo1 @neusamandrade @lenacasagrande @jwbranda ESTAREMOS LÁ _,0
"Filho de peixe...
Aprendeu cedo a se locupletar como o pai, o ladrão @SergioCabralRJ https://t.co/OjproWAaLE",1
Não vê essa merda de Crepúsculo! Pra isso temos a cinebiografia do Chuck Norris....,1
RT @teresa9teixeira: As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH,0
"DEFENDENDO AS BRANCAS E LOURAS .
CONDENANDO O NEGRO. 
RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0",1
"mas é claro que eu posso ir pra disney tranquilo
não sou latino, sou branco",1
RT @garbengui: @Curate_Angola acho que não é a forma mais adequada para ensinar as crianças sobre este tipo de relacionamento.,0
"O argumento: 'abriram o bueiro'
Mas não refuta uma só linha do que eu falei!  A verdade tortura, né? https://t.co/TmpjpEzzld",0
"RT @jpintocoelho60: Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações...
#25Abril _",1
@larryclosex @PastorMalafaia Ui ! que gay agressivo! faça com os outros o que voce EXIGE que nao se faça com voce ..muita purpurina no nariz,1
@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?,0
@felipefepacivil viajei só com uma mochila tb... 4 Dias,0
NÃO SOU PRECONCEITUOSO até tenho uma empregada negra,1
RT @pqpvoces: trump ganha as eleições e o estado 'New Mexico' passa a ser chamado apenas de 'New',0
"religiões africanas' falou bem!
Esse seu argumento só consolida o que tenho dito, ora!!! https://t.co/pOAw5pv0VX",0
RT @wassupval: Amo/sou @HumorNegroo e a revolta dos ofendidinhos com suas piadas,1
"RT @mariia_pitanga:  azeiteiro, quero q te fodas volta para a tua terra",1
Todos os estados excepto dois (e) não cumprem as suas obrigações em relação a acolhimento de refugiados vindos _ https://t.co/S8qyDi74Z5,0
"@aninha_ebc Miga, dá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso)",0
"Batalha de Pedroso – um dos primeiros embates da nacionalidade
https://t.co/pk6vaB2Bh6#História #Portugal",0
"RT @snsdrug: 'jihyo é feia'
'jihyo é gorda'
porra queria eu ser feia e gorda que nem a jihyo, pfff",1
@linknpacto você prefere que eu te explique didaticamente ou te rache?,1
11 dicas de como fazer – e manter - amizade com outra mulher' - post de hoje no nosso blog! > > > https://t.co/ium7VO5vPM,0
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo",1
"Totalitários, cobardes-queixinhas! Nojento @sosracismo vive dos nossos impostos e é racista anti-nacional e branco.
https://t.co/QQ1JXNk5uJ",1
@JornalOGlobo será que tem algum filme feminista contra o FUNK ? https://t.co/TVFUInA1fi,1
Aquele símbolo que dá aquela fome https://t.co/2BqfxiRBg4,0
"RT @PastorMalafaia: Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT.",0
"Do Facebook de um deputado do #PS. De facto 'quem se mete com o PS leva'. Tolerantes no seu melhor!
@psocialista _ https://t.co/8A73EOnd7g",0
RT @benebarbosa_mvb: Os democratas também boicotaram a posse de Abraham Lincoln. Ele tinha uma ideia maluca de acabar com a escravidão...,1
me tirem daqui http://t.co/Ur9Du2bO,0
Vc é do ISIS? Vc vai entrar de canoa nos EUA? Não? Então larga de ser bicha medrosa do Trump,1
"Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !",1
"Se o Ronaldo ganhar o prémio de melhor do mundo espero que não volte a dizer para soltarem os fogos na Madeira.
No Verão passado deu merda",1
RT @zecarlosantos2: Com Bolsonaro acaba essa estória de tratar criminosos como cidadãos de primeira categoria e o resto como resto. #Bolson _,1
Enquanto isso no senado.... https://t.co/l2SZVJ7le2,0
"RT @BolsonaroSP: PSDB: pró desarmamento, contra redução maioridade penal,nunca nomearam Min.Def. da área. Quer melhorar a segurança? Já sab _",0
"-Odeio feministas só falam merda
-Vamos fazer o q?
-Perfis falsos zoando coisas q nunca disseramkkk
-KKKKMitou",1
"RT @felipefepacivil: O bom de viajar só com a mochila, é pq é só uma mochila",0
"O SR. NETO NÃO DEVE TER MAIS LÁGRIMAS...
FORÇA GUERREIRO. #CabeloRosaFelipeNeto https://t.co/wr5AWzx00W",0
@daninava parabéns!  (obs: o sentimento de bosta independente de idade mesmo),1
"nada melhor do que apreciar o impeachment aqui no meu ap na zona sul
só nao sei pq minha empregada tá chorando coitada nem conhece política",1
RT @sadcharlott: homem não gosta de mulher homem gosta de feminilidade quem gosta de mulher é sapatão,1
Imagine esse aqui vivendo num regime comunista @caoticagem https://t.co/l8vMavRt0v,0
RT @maathbz: responde sua esquerdista de merda https://t.co/TJeFhQ4gAg,1
@homemdeverdade ? não! homem na metade - http://19.media.tumblr.com/tumblr_ktygckpa2E1qz88eno1_400.jpg,0
@RevistaEpoca @gurovitz E porque a Arábia Saudita não acolhe os refugiados? Não acolheu nenhum deles até hoje.,1
"Comigo na Câmara de Lisboa, a #Emel é que seria 'bloqueada'.
@cmlisboa @FMedina_PCML 
@pnr https://t.co/AFhVToC7Ta",0
"A CP está a recrutar revisores e um dos requisitos é saber falar espanhol.
Talvez fosse mais importante contratar pessoas que saibam crioulo",1
PARA QUEM NÃO SABE 'AMOR E SEXO' É AQUELE PROGRAMINHA 'LACRADOR' QUE APANHA DA PRAÇA É NOSSA NA AUDIÊNCIA. _ https://t.co/5mkhB0Jez8,0
@edvaldocmelo Obrigado pelo reconhecimento. Faremos o nosso melhor.,0
Manchete feita pelo Advogado do PCC https://t.co/MFyF6zzxI4,0
...ter ganho. Os democratas estão usando demais a mesma carta. Perderam as eleições e agora estão perdendo a noção _ https://t.co/D8AyuArvS6,0
RT @Idzabela: Desde o Taveira que não se via tanta violência no Amoreiras,0
"Trump discursa para o povo. Diz que 20 de janeiro será lembrado como o dia que o povo tomou o poder.
CHORA ESQUERDALHA GLOBAL",0
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt",0
Querendo comer umas seguidoras ae,1
"RT @bfrflavinha: filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é s _",1
RT @silvab_: @angelinhaB2000 sai sapatão incubada,0
"Ao contrário do Sistema, o #PNR defende as forças da ordem e a segurança.
#GuardaPrisional @GNRepublicana #PSP 
https://t.co/pteGZYagzb",0
@leafar2016luis Infelizmente não Rafael. Estás a meio caminho entre Porto e Vila Real. Pega nos teus tropas e escolhe uma,0
"RT @caspiandear: – rosa parks
costureira negra americana. se recusando a dar o lugar a um branco em um ônibus, marcou o início da luta anti _",0
"@amora_inlove Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé",0
"Santa Maria da Feira terá candidatura do #PNR
https://t.co/Ax0ej6BOe3#Autárquicas #Portugal #RenovarPortugal https://t.co/vLm7adip5E",0
@bbcbrasil Lavagem cerebral. A mente do ser humano é de quem chega primeiro: DEUS ALTÍSSIMO VERDADEIRO ou o DIABO.O #ISLÃO é satanico,0
RT @destruectag: eu to dando vários berros com o @direitafalando,1
Imaginando umas coisas aqui https://t.co/Wp62Hfnh72,0
porra! Dizer isso no dicionário é fácil!!! Papel aceita tudo!!  Quero ver na prática! Vou te desmontar nos comentár _ https://t.co/rxUb9FxxsS,0
Hoje eu fui paquerado no trânsito,0
RT @laurensexuals: se vc usa roupas complexas vc é 'sapatão' ou falam que vc está metido com algo que não presta,1
"RT @jhonatacosmo: @Justiceiro_Sujo Isso se chama inveja, deve que ninguém quer comer esse cu sujo dela, por isso fica dando palpite na vida _",1
"RT @editorahumanas: O PT recebeu 40 milhões da Itaipava
O Lula pode alegar que foi pra consumo próprio",1
"Só pra deixar claro, @homemdeverdade não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !",1
PONTO ALTO DO CARNAVAL ATÉ AGORA FOI ESSA GUERREIRA FANTASIADA DE DOLLYNHO EXIBINDO SEU ORIFÍCIO ANAL AO VIVO EM RE _ https://t.co/2x5UfzaspV,1
"RT @JOAQUINVOLTOU: BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM ELE _",1
"#Agenda Março 18 e 19.
 Simpósio sobre Ideologia de Gênero.",0
"RT @edmilsonpapo10: Fãs fazem selfie com Bruno...
400 intelectuais querem Lula presidente...
Entenderam? https://t.co/Yxbn8q046h",0
"Matérias q deveriam ser obrigatórias (meninos)
- PORT/MATEM
- Geografia/Hist
- Largar de viadagem
- Seja homem
- Coma mulher direito seu FDP",1
RT @AstoonHabbo: Passando Camp Rock na Disney e eu só vendo o quanto ela era gorda e feia quando não tinha dinheiro,1
"@MarleneBicalho É q vc nunca falou comigo Madry, então, fiquei triste quase ligando pro #falaqueeuteescuto pra pedir oração. Agoraestoufeliz",0
@gentebranca1 vamo parar de falar porque gente branca quer http://t.co/Us79klz55x,1
@Sidney_Andreato @GABRIELPlNHEIRO @RaquelRangel0 holocausto canibel eu não achei tudo isso não,0
Boa semana para todos! https://t.co/GylJKCPVF5,0
Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto _ https://t.co/1MfsVXQSc9,0
Quando estás num primeiro date com uma miúda e do nada ela diz 'também já te vês a casar comigo e a ter filhos lind _ https://t.co/cMcx1guTHp,0
Puta saudade de postar uns bagulho machista nessa porra mas agora as mulheres aprenderam a ler,1
e foi criado um novo termo 'nudez intelectual'....a mesma que acontece quando voce ta cagando pelado antes do banho _ https://t.co/nKenb2q48v,0
Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?,1
Chupa nazistinha! Vai daí @masaldanhabea https://t.co/ht4aRop6Dk,1
"Sapatão machista é uó. Pqp. Vai te tratar, mana",1
Sei nem por onde começar. https://t.co/miL65xRcA5,1
Eu tô bem surpresa que os gringos não sabiam o que é caju https://t.co/IShGlhKQs2 via @ErinChack,0
idiota é pensar q no dia d mulher eu aquela mulher cujo vc a chamou atráves de MSN feia gorda urubu fígado cheia de celulite acreditar em vc,1
RT @ajulysantos: Levy Fidelix pode pagar 25 trilhões e o aparelho excretor vai continuar igual,0
"No Iraque, 'Call of Duty' é conhecido como 'The Sims'",0
RT @BrazucaCopa2014: Aí @JOAQUINVOLTOU mais uma Raiz  / Nutella pra vc: #SRN   https://t.co/UVASglNu0T,0
